,0,1,2,3,4
45,91.09,76.81,84.79,182.65,33366.6
46,91.97,71.23,93.05,182.73,33396.51
47,103.41,84.63,101.32,206.29,42557.57
48,101.78,77.71,97.05,204.61,41871.98
49,83.15,75.81,88.08,166.94,27874.28
50,110.04,80.25,91.26,218.72,47841.7
51,100.63,74.57,78.64,201.18,40476.49
52,97.59,70.5,85.68,194.48,37832.7
53,87.74,72.15,86.8,174.08,30309.33
54,92.26,75.9,80.25,183.6,33712.79
55,95.85,71.67,94.36,192.0,36868.67
56,99.55,73.65,93.32,200.31,40124.76
57,72.51,77.82,73.83,144.74,20952.22
58,81.68,72.04,89.52,161.68,26143.66
59,85.96,71.87,80.92,171.48,29408.84
60,89.7,73.53,76.38,179.05,32062.2
61,87.16,84.51,94.91,173.75,30194.31
62,77.49,71.89,90.28,154.76,23953.0
63,119.5,72.04,97.03,237.96,56631.73
64,103.02,77.47,90.48,205.1,42072.13
65,90.94,77.45,100.99,182.09,33162.89
66,106.64,73.29,100.22,213.64,45645.53
67,94.82,74.3,93.84,189.89,36059.34
68,88.91,74.55,99.92,176.08,31010.72
69,100.3,70.95,90.64,199.6,39848.46
70,101.14,74.07,104.45,203.93,41587.75
71,82.72,74.37,86.73,164.53,27073.3
72,89.33,76.34,94.66,179.77,32323.39
73,90.32,79.94,80.2,180.6,32617.82
74,105.3,75.42,97.28,210.96,44511.39
75,82.58,71.12,78.98,164.02,26905.0
76,90.47,75.53,80.72,181.0,32766.37
77,101.82,75.45,91.55,203.66,41479.36
78,75.06,73.29,92.1,147.95,21893.94
79,103.0,72.96,96.73,207.45,43041.37
80,84.27,72.38,83.48,168.3,28330.23
81,95.47,78.2,85.68,191.14,36535.31
82,107.6,74.62,71.52,215.19,46310.34
83,95.3,73.53,81.51,188.43,35509.37
84,91.1,71.39,88.84,181.82,33063.92
85,108.59,77.78,88.99,218.18,47607.26
86,95.36,75.0,74.78,191.89,36825.86
87,86.05,77.73,93.8,173.22,30009.67
88,95.7,76.83,63.98,192.77,37163.17
89,94.36,78.51,67.62,188.95,35707.36
90,99.45,72.2,91.5,199.51,39806.57
91,105.16,77.2,87.6,209.88,44055.38
92,110.04,70.79,84.76,221.29,48972.03
93,97.78,79.23,88.12,194.92,37996.25
94,94.04,77.34,89.67,187.2,35048.66
95,95.86,74.04,91.19,191.23,36573.85
96,114.1,74.48,97.85,227.47,51745.45
97,106.88,80.75,105.69,213.77,45701.05
98,90.52,74.89,101.0,179.3,32151.07
99,110.67,78.97,99.09,220.96,48830.92
100,114.78,76.79,94.34,227.71,51858.68
101,102.27,73.62,80.85,205.2,42111.31
102,80.63,75.61,83.08,162.07,26271.29
103,106.18,76.22,82.38,212.47,45145.78
104,99.35,79.24,77.79,198.85,39544.77
105,94.08,77.17,75.73,188.49,35532.51
106,96.74,75.92,104.33,194.05,37664.18
107,91.27,81.43,89.99,182.01,33130.44
108,85.52,79.58,73.02,171.7,29486.54
109,98.49,71.24,85.76,194.21,37721.77
110,97.52,80.81,87.09,193.7,37524.07
111,93.03,78.15,82.17,186.58,34817.5
112,85.61,68.57,69.79,170.33,29019.93
113,88.87,75.36,89.56,177.61,31546.75
114,99.55,72.12,97.53,196.74,38712.46
115,86.13,66.25,78.77,170.33,29016.88
116,87.89,71.78,77.93,174.15,30335.3
117,94.95,82.5,83.86,190.49,36293.05
118,103.65,71.36,104.01,207.54,43080.78
119,103.83,78.05,82.11,207.07,42884.8
120,96.96,79.12,94.42,190.88,36437.7
121,97.92,76.21,103.5,194.23,37728.0
122,84.46,77.2,98.24,169.94,28880.66
123,95.27,73.93,80.3,191.38,36630.28
124,83.58,79.23,90.47,166.79,27817.6
125,89.52,84.23,91.77,178.41,31834.4
126,111.4,69.33,85.81,223.12,49788.35
127,91.5,77.09,102.53,182.43,33285.12
128,98.61,66.97,75.12,197.88,39161.36
129,99.38,72.24,73.23,199.37,39751.8
130,86.44,82.8,78.38,174.03,30292.89
131,100.34,75.35,78.96,201.07,40432.45
132,102.56,76.32,79.53,204.01,41624.9
133,115.91,73.92,81.63,231.81,53739.19
134,90.15,72.67,67.45,181.29,32866.89
135,82.25,71.2,78.88,164.23,26975.44
136,83.51,77.16,84.46,166.09,27591.73
137,83.71,73.57,95.41,167.66,28115.57
138,91.62,77.08,92.23,184.85,34174.91
139,117.23,80.56,83.03,234.93,55197.15
140,90.96,74.54,93.12,181.29,32869.15
141,90.43,71.71,78.78,179.71,32299.87
142,115.41,75.05,94.11,232.81,54202.3
143,91.01,82.2,85.69,181.11,32803.59
144,101.72,74.22,93.13,202.89,41166.88
145,101.6,72.7,91.12,202.47,40999.52
146,88.72,75.67,80.34,177.15,31387.29
147,98.38,82.08,92.06,197.14,38870.24
148,94.78,65.17,103.39,188.53,35548.25
149,101.23,73.82,91.06,203.12,41265.65
150,92.92,74.89,70.64,186.62,34831.37
151,90.59,74.19,84.47,180.48,32574.84
152,86.97,64.41,105.71,172.97,29925.34
153,90.01,80.3,86.2,180.48,32574.57
154,95.74,79.29,96.1,191.04,36499.88
155,93.29,70.49,84.04,185.89,34561.83
156,91.69,76.08,91.03,184.1,33897.99
157,94.59,73.87,100.99,188.28,35451.74
158,97.27,72.03,80.3,195.54,38238.15
159,105.79,71.23,100.06,212.35,45095.4
160,97.24,73.65,93.52,193.42,37412.99
161,99.33,71.03,78.66,199.6,39847.27
162,97.31,80.48,78.85,194.35,37771.38
163,96.49,79.42,84.06,192.69,37132.37
164,97.58,72.51,70.58,195.41,38190.22
165,109.67,72.0,97.32,219.28,48089.44
166,81.41,83.05,94.65,163.7,26802.02
167,97.93,76.34,88.09,191.9,36832.3
168,97.92,68.89,76.62,194.4,37795.43
169,93.46,71.38,96.62,187.72,35244.24
170,96.49,77.94,87.91,192.65,37121.15
171,95.87,75.13,90.71,192.46,37044.33
172,95.07,72.0,84.45,190.02,36109.45
173,91.43,80.19,92.68,183.51,33679.11
174,110.39,75.21,95.89,222.19,49372.67
175,106.16,77.59,104.38,214.24,45904.68
176,103.76,75.11,75.48,207.96,43253.23
177,105.19,82.94,84.46,209.38,43844.67
178,98.36,77.86,76.18,197.78,39124.54
179,85.75,76.37,70.79,172.31,29700.34
180,96.23,79.92,77.68,193.28,37362.42
181,96.86,76.98,67.98,192.72,37148.99
182,106.45,75.71,91.71,213.16,45441.72
183,97.01,78.48,95.34,193.65,37504.24
184,86.9,76.34,93.19,173.47,30098.2
185,98.13,79.2,80.8,195.25,38124.99
186,87.64,75.04,104.1,175.93,30957.7
187,98.23,68.65,86.88,196.07,38446.18
188,109.55,80.33,80.66,219.27,48083.56
189,108.92,74.74,88.12,217.95,47506.66
190,98.1,75.99,102.49,195.97,38409.64
191,107.45,75.21,77.71,214.28,45919.18
192,87.74,75.8,99.08,174.37,30409.98
193,108.81,67.33,88.23,218.77,47866.96
194,97.94,76.48,81.99,195.59,38260.04
195,104.98,72.82,88.9,210.81,44442.31
196,84.27,81.05,90.46,169.06,28584.77
197,93.16,77.24,90.2,187.36,35107.65
198,105.2,70.83,71.56,210.35,44249.89
199,84.65,81.41,81.38,170.27,28997.44
200,102.35,76.12,88.9,202.64,41073.62
201,106.61,79.86,88.78,212.45,45136.43
202,103.11,78.23,101.11,207.14,42912.72
203,103.91,75.89,83.82,206.86,42797.34
204,97.82,79.95,81.27,196.09,38454.36
205,110.8,69.62,86.52,221.41,49027.97
206,101.26,72.82,102.83,200.57,40234.18
207,101.03,75.09,98.17,202.94,41187.35
208,93.98,80.99,88.23,187.57,35190.67
209,91.21,71.24,73.76,182.64,33362.79
210,97.09,77.11,87.1,192.48,37056.33
211,89.42,73.58,88.93,179.55,32243.59
212,86.47,68.01,54.13,174.84,30573.28
213,99.44,76.61,89.54,198.87,39554.66
214,89.73,78.34,85.67,179.93,32378.14
215,88.43,71.61,107.56,175.62,30849.49
216,91.21,80.78,85.86,183.03,33502.08
217,106.39,73.3,67.1,212.69,45241.6
218,96.76,74.26,88.9,191.33,36610.84
219,88.7,73.76,91.67,179.96,32386.34
220,108.45,76.69,95.69,215.72,46537.68
221,98.44,82.71,69.08,197.18,38886.45
222,86.12,73.34,84.03,173.34,30051.62
223,94.96,80.87,85.31,188.3,35460.04
224,92.48,81.75,75.75,185.05,34248.2
225,111.72,75.49,86.03,223.33,49881.03
226,87.42,81.91,97.25,175.52,30810.11
227,102.19,75.79,81.5,204.76,41930.86
228,98.9,76.91,68.92,197.03,38830.03
229,104.86,74.28,72.1,210.14,44160.09
230,92.96,77.2,80.01,187.24,35061.45
231,79.45,74.84,81.51,160.66,25811.64
232,91.14,69.68,102.08,181.98,33121.53
233,101.1,65.95,83.3,201.25,40506.78
234,90.51,73.86,95.73,179.75,32315.2
235,84.7,78.28,93.67,168.12,28266.0
236,85.84,80.56,79.3,170.73,29150.99
237,97.61,78.54,98.17,196.01,38421.89
238,101.42,62.25,89.09,204.82,41955.48
239,100.21,74.85,87.15,200.5,40204.6
240,79.95,73.78,93.88,160.31,25700.49
241,89.01,73.01,89.89,177.93,31663.7
242,99.95,80.26,78.76,200.67,40270.61
243,86.56,76.33,85.04,173.73,30184.6
244,100.18,68.92,81.52,200.55,40222.09
245,88.38,77.06,69.56,175.55,30821.6
246,87.85,73.47,87.71,177.4,31474.26
247,96.95,70.72,80.08,195.48,38217.67
248,100.52,73.44,101.31,200.44,40180.97
249,98.51,70.49,84.56,196.08,38448.74
250,88.01,74.72,82.26,176.11,31020.02
251,80.34,77.89,78.94,160.36,25718.55
252,97.68,76.11,83.35,196.19,38494.57
253,102.36,69.09,93.76,203.0,41212.53
254,101.22,74.36,69.58,202.91,41177.42
255,97.14,72.46,89.72,194.38,37787.39
256,85.42,73.4,88.69,171.76,29506.02
257,94.4,72.71,84.57,189.7,35994.01
258,93.6,74.71,86.1,186.87,34921.25
259,88.51,73.91,99.48,176.99,31330.07
260,100.61,72.98,83.07,200.43,40175.87
261,95.13,79.14,84.24,191.85,36810.11
262,122.61,71.04,88.94,247.12,61072.76
263,92.91,72.16,101.28,187.77,35261.84
264,91.24,72.25,75.94,183.29,33598.96
265,87.67,72.95,85.6,176.51,31161.22
266,101.19,79.12,87.16,202.56,41033.25
267,81.94,68.9,82.67,163.86,26850.73
268,94.42,75.82,88.19,189.79,36023.56
269,105.51,68.02,83.05,209.53,43903.78
270,101.3,77.47,90.33,202.93,41190.97
271,90.68,76.21,102.39,180.33,32524.71
272,91.32,75.23,78.04,180.25,32494.6
273,96.41,71.37,78.05,190.08,36136.52
274,100.01,70.48,92.93,200.72,40296.13
275,93.92,80.73,93.05,186.36,34736.42
276,95.24,71.54,82.49,189.19,35799.23
277,97.12,72.05,96.73,196.46,38601.9
278,102.33,75.14,90.87,204.89,41981.62
279,106.6,69.56,68.33,212.89,45330.49
280,103.05,76.3,81.46,206.15,42501.94
281,91.7,72.09,93.86,183.45,33660.39
282,91.38,77.96,83.89,182.76,33406.21
283,74.47,70.88,84.35,148.86,22167.01
284,88.41,75.62,97.27,176.98,31325.03
285,86.84,84.3,84.27,173.72,30182.71
286,110.36,75.34,97.44,222.55,49529.47
287,102.38,77.8,77.84,205.72,42324.29
288,98.09,71.44,79.04,195.6,38265.74
289,93.31,67.59,85.32,185.05,34243.46
290,119.1,73.96,80.44,237.25,56288.51
291,101.22,72.15,89.26,200.01,40010.24
292,89.73,74.4,86.66,180.25,32496.32
293,103.85,70.33,86.3,207.67,43129.84
294,92.58,75.14,93.11,186.57,34814.24
295,94.56,73.71,70.33,188.53,35545.05
296,80.45,81.63,76.01,162.98,26567.34
297,100.23,82.02,92.45,201.12,40455.62
298,96.04,75.89,79.04,192.6,37105.07
299,102.57,70.24,94.75,204.82,41957.27
300,90.08,80.22,91.0,179.95,32384.99
301,85.57,75.91,73.86,171.72,29491.18
302,91.93,72.68,96.28,182.72,33392.83
303,98.45,72.6,92.27,197.19,38889.43
304,88.48,76.22,82.93,175.58,30831.88
305,111.37,76.39,86.11,223.1,49776.9
306,92.55,72.73,82.76,184.46,34028.59
307,98.42,78.98,78.06,197.4,38969.74
308,91.84,74.27,89.12,184.13,33904.98
309,81.46,73.25,78.92,163.36,26689.38
310,85.68,75.53,83.3,171.13,29290.8
311,85.91,74.88,97.24,171.98,29580.87
312,94.74,74.22,78.31,190.67,36357.7
313,93.16,78.04,92.87,187.42,35131.46
314,98.94,79.18,84.92,197.9,39166.59
315,86.71,78.25,86.99,173.74,30189.81
316,95.15,75.36,57.4,190.32,36224.83
317,88.12,80.13,91.21,176.61,31194.17
318,100.2,72.17,83.77,199.85,39941.78
319,93.52,71.21,90.53,187.63,35209.57
320,96.76,86.88,78.9,194.31,37762.0
321,87.36,74.74,87.27,175.11,30667.65
322,82.02,80.89,77.19,164.69,27125.57
323,100.11,71.63,94.34,201.39,40560.83
324,90.63,78.02,89.57,182.18,33195.22
325,100.95,77.86,84.83,202.75,41114.91
326,85.94,80.24,92.46,172.31,29693.06
327,91.18,73.61,93.07,180.61,32624.86
328,88.82,67.76,103.65,178.28,31784.99
329,92.51,71.66,105.49,184.56,34063.9
330,107.97,76.65,76.97,215.05,46251.76
331,98.08,69.02,64.48,196.1,38455.59
332,100.54,84.37,80.02,201.33,40540.73
333,92.5,73.01,89.45,184.92,34196.81
334,100.26,79.15,90.43,201.4,40566.09
335,97.34,73.29,95.86,193.85,37578.48
336,90.23,70.3,85.15,179.67,32288.45
337,112.5,74.9,75.73,224.87,50565.61
338,94.46,80.46,66.09,189.2,35801.16
339,91.89,74.17,72.19,185.15,34284.66
340,90.85,73.44,93.24,181.54,32960.21
341,104.4,75.11,74.43,209.13,43739.36
342,104.39,72.83,99.68,208.92,43647.88
343,96.19,77.57,91.91,193.36,37388.59
344,109.2,78.63,72.76,217.71,47400.3
345,94.36,78.46,95.85,188.48,35529.78
346,97.57,67.99,83.92,194.59,37872.96
347,111.19,75.24,78.24,222.56,49534.03
348,94.54,81.5,93.29,190.62,36339.88
349,110.56,71.13,76.97,221.74,49170.46
350,108.38,75.4,78.42,216.48,46868.86
351,86.07,64.59,94.33,172.37,29719.22
352,97.52,79.19,93.55,195.69,38300.74
353,112.03,71.39,78.68,226.53,51323.48
354,93.33,73.55,77.17,186.37,34738.57
355,89.03,74.57,93.49,180.01,32407.68
356,96.82,72.75,74.07,194.56,37859.71
357,94.02,71.68,76.57,189.0,35725.57
358,83.95,71.53,86.67,166.72,27797.46
359,86.33,74.0,92.23,171.03,29253.66
360,98.03,85.51,86.11,195.31,38149.85
361,104.19,70.68,83.08,208.83,43614.79
362,98.26,76.64,95.09,197.83,39140.78
363,91.96,75.47,89.26,183.03,33505.24
364,97.17,70.78,104.47,195.1,38067.33
365,84.54,77.43,103.2,170.52,29082.52
366,100.09,78.1,79.1,200.68,40274.25
367,104.23,74.47,75.0,209.14,43739.75
368,102.94,78.9,87.08,205.7,42319.31
369,82.56,69.76,86.3,166.0,27560.46
370,83.24,69.99,75.69,165.08,27258.31
371,89.22,77.51,80.56,179.06,32070.42
372,99.81,79.15,91.33,198.81,39527.59
373,94.23,72.5,82.87,189.66,35976.94
374,91.01,73.23,84.4,183.09,33521.45
375,91.78,77.48,82.89,184.09,33893.4
376,79.85,75.87,75.15,158.65,25172.59
377,97.74,69.7,83.86,195.13,38080.62
378,104.5,73.89,63.44,209.58,43927.32
379,92.76,73.4,83.65,186.19,34671.27
380,93.38,75.48,76.0,186.0,34599.87
381,104.37,72.41,85.15,208.53,43490.88
382,93.66,74.94,91.62,187.84,35288.08
383,99.61,73.88,69.22,199.42,39773.56
384,96.38,74.47,89.1,192.42,37028.81
385,99.13,75.51,88.63,198.24,39306.27
386,106.72,73.96,77.73,213.34,45514.65
387,98.08,75.62,88.53,196.33,38548.83
388,100.08,78.39,89.06,199.45,39785.93
389,79.96,82.1,80.07,160.93,25900.22
390,96.98,72.71,90.49,195.17,38095.97
391,97.74,78.75,88.97,195.98,38411.8
392,102.25,71.63,87.75,204.92,41998.27
393,100.78,77.56,85.04,202.32,40937.58
394,111.52,69.7,107.32,221.24,48951.29
395,99.45,73.48,90.17,199.78,39915.8
396,92.81,70.63,82.08,185.73,34498.96
397,88.47,86.83,81.33,176.57,31184.24
398,99.48,75.9,89.45,197.89,39160.63
399,85.77,79.91,84.98,170.86,29199.71
400,112.19,75.87,88.9,225.27,50752.02
401,109.72,78.79,95.9,220.61,48675.73
402,106.67,73.33,65.81,211.69,44819.08
403,86.27,78.31,87.01,172.27,29684.27
404,100.23,69.84,91.97,201.67,40672.1
405,98.99,77.77,85.14,199.02,39614.68
406,99.05,80.47,100.76,197.55,39028.52
407,92.03,84.69,88.62,183.87,33816.59
408,87.87,72.13,92.2,174.22,30358.06
409,83.62,82.15,99.19,165.32,27335.25
410,83.53,78.46,78.74,168.61,28435.55
411,107.93,72.26,99.76,214.83,46158.49
412,111.03,79.98,81.11,223.08,49769.53
413,112.69,70.96,83.54,224.29,50314.61
414,100.02,72.88,91.09,199.31,39729.95
415,79.67,74.71,88.96,160.67,25820.11
416,92.52,69.24,92.49,184.01,33866.87
417,98.17,70.49,93.32,197.01,38819.55
418,91.52,79.93,97.02,182.78,33415.13
419,93.35,86.41,102.22,187.23,35057.09
420,102.17,74.7,91.76,204.24,41720.94
421,94.16,70.88,77.14,187.69,35235.89
422,94.61,78.89,86.53,189.23,35809.85
423,100.51,76.53,96.0,199.97,39992.25
424,111.6,72.59,83.43,223.4,49908.67
425,84.57,74.45,73.25,170.67,29131.12
426,77.87,78.3,83.62,156.35,24445.81
427,103.35,75.31,93.51,208.2,43353.14
428,85.22,80.06,89.46,169.99,28893.67
429,106.85,82.22,78.29,213.29,45497.7
430,85.78,79.98,83.57,174.35,30396.38
431,86.02,70.0,91.27,173.1,29965.96
432,89.74,74.88,80.03,178.4,31829.58
433,90.94,72.25,77.0,181.71,33023.67
434,98.08,79.62,82.34,196.44,38594.27
435,95.02,79.22,88.41,189.38,35870.93
436,91.62,69.27,99.48,183.48,33667.2
437,89.01,71.86,89.01,178.0,31688.9
438,92.69,73.92,74.91,183.29,33598.87
439,87.9,75.21,75.11,174.99,30629.28
440,95.83,71.98,75.79,191.32,36608.98
441,84.6,78.27,91.64,167.75,28143.48
442,104.79,75.86,86.09,210.42,44283.16
443,99.9,74.04,90.56,198.59,39440.86
444,99.29,73.27,92.91,199.63,39853.94
445,89.41,72.89,85.24,178.79,31971.73
446,91.78,73.04,97.67,183.0,33495.4
447,104.04,72.67,93.75,207.56,43085.25
448,94.87,76.44,84.9,188.91,35695.17
449,96.75,75.26,82.33,192.16,36930.68
450,87.79,76.94,67.94,175.68,30867.34
451,102.57,65.13,91.07,205.58,42265.45
452,94.74,75.53,91.33,190.79,36406.19
453,112.29,79.17,82.04,224.02,50192.91
454,98.89,76.8,85.41,198.5,39407.63
455,93.13,75.46,86.99,185.61,34454.33
456,106.77,81.48,74.79,213.92,45764.5
457,92.83,76.98,85.74,186.91,34939.72
458,91.11,75.5,93.38,182.5,33308.83
459,115.55,73.58,91.73,230.31,53045.64
460,101.13,77.42,70.68,203.17,41281.73
461,88.31,73.97,85.46,175.8,30913.85
462,106.36,75.37,80.14,213.64,45644.38
463,97.22,78.85,80.92,193.8,37563.51
464,94.01,74.76,90.51,187.45,35143.76
465,103.86,75.46,98.29,207.73,43156.81
466,91.52,78.36,109.83,182.72,33390.93
467,104.6,79.92,97.66,212.16,45018.1
468,88.17,76.89,86.62,177.71,31583.82
469,92.74,68.62,67.65,185.6,34449.02
470,92.04,79.92,93.82,184.28,33965.4
471,81.98,79.04,93.22,164.12,26939.03
472,108.85,78.47,91.94,219.72,48282.63
473,99.7,75.9,103.02,199.16,39667.63
474,109.32,79.32,91.59,217.09,47133.06
475,106.22,76.27,77.5,211.52,44746.1
476,96.19,83.95,90.63,192.33,36999.12
477,94.1,76.31,77.22,188.12,35391.42
478,107.54,80.11,91.3,213.39,45536.25
479,87.74,80.0,80.13,176.43,31131.61
480,96.14,69.67,83.78,192.32,36993.18
481,90.68,72.36,72.23,179.73,32303.32
482,97.24,73.79,75.34,194.6,37874.91
483,94.8,75.13,97.52,191.3,36597.09
484,93.94,72.92,96.07,188.72,35617.88
485,97.31,74.8,76.87,195.27,38135.72
486,103.58,76.01,95.79,206.41,42608.45
487,94.86,74.08,82.58,191.96,36852.24
488,91.62,76.37,87.7,182.74,33398.03
489,99.12,72.64,95.56,198.61,39450.52
490,88.48,75.48,74.54,178.34,31811.61
491,96.71,77.74,88.43,193.01,37260.34
492,96.92,74.89,71.82,191.76,36778.21
493,79.91,74.1,91.27,161.04,25939.49
494,94.76,80.87,86.53,189.68,35982.01
495,102.12,75.48,79.05,203.13,41264.06
496,94.35,76.21,69.71,188.53,35551.04
497,102.37,74.76,88.52,205.18,42103.32
498,86.85,81.73,101.82,172.19,29656.35
499,94.98,73.1,83.88,189.84,36043.84
500,102.2,76.78,104.23,203.75,41517.54
501,96.74,74.32,86.24,191.55,36697.45
502,88.86,77.99,104.08,176.32,31098.28
503,97.84,71.75,94.12,195.82,38354.19
504,99.37,74.13,75.5,200.14,40060.42
505,89.07,75.23,83.49,176.16,31035.78
506,98.9,69.37,94.06,198.25,39307.39
507,93.27,72.05,81.04,186.0,34596.2
508,117.83,76.87,113.96,235.49,55463.24
509,93.8,68.89,88.17,186.94,34950.39
510,106.36,73.02,84.65,212.97,45360.21
511,96.41,75.26,82.58,193.04,37266.44
512,93.25,79.75,82.56,187.06,34999.36
513,94.76,78.14,87.7,188.83,35660.57
514,97.3,76.66,88.28,194.87,37981.22
515,113.32,75.45,94.79,225.13,50687.92
516,99.62,79.01,72.88,198.3,39328.28
517,88.17,74.64,87.4,177.08,31357.42
518,92.43,74.14,84.87,183.68,33741.15
519,96.09,73.41,97.07,192.02,36877.73
520,83.13,73.25,81.35,167.42,28034.23
521,96.06,80.15,78.29,192.11,36907.5
522,97.69,71.94,86.91,196.07,38449.81
523,95.06,75.59,84.61,189.98,36093.57
524,85.4,73.33,75.11,169.96,28888.41
525,86.1,70.69,91.56,173.13,29977.45
526,93.38,76.68,82.55,186.97,34963.56
527,101.55,67.23,84.65,203.1,41253.3
528,97.13,81.19,72.23,194.22,37725.97
529,100.09,67.69,90.42,198.69,39482.73
530,90.71,83.38,80.54,180.85,32712.52
531,94.96,69.02,77.66,188.84,35664.03
532,100.72,78.94,70.8,200.71,40285.48
533,110.31,71.85,61.5,220.39,48578.96
534,99.3,68.04,100.17,197.85,39145.63
535,84.72,78.95,95.63,168.57,28421.97
536,93.45,79.86,85.58,185.97,34589.66
537,111.67,76.23,74.57,223.82,50103.31
538,94.5,73.79,77.5,188.75,35631.72
539,96.95,70.56,94.63,194.59,37871.34
540,89.38,78.95,82.96,179.45,32209.6
541,96.62,78.49,84.33,192.8,37176.8
542,91.05,71.48,78.16,181.82,33063.04
543,100.46,73.22,92.94,201.88,40758.03
544,101.75,76.66,92.03,205.22,42123.24
545,97.43,75.21,87.57,194.5,37832.1
546,90.43,78.91,101.23,177.9,31656.93
547,96.42,77.45,71.03,193.79,37556.41
548,86.19,74.02,68.23,172.93,29906.08
549,97.97,66.88,104.46,196.24,38517.73
550,93.66,78.34,82.44,187.22,35056.44
551,94.86,78.79,92.08,190.7,36370.92
552,112.09,74.71,76.34,223.19,49817.16
553,87.79,74.43,82.26,176.17,31040.16
554,95.85,75.76,80.33,193.68,37515.57
555,94.81,80.62,86.13,189.84,36044.59
556,94.62,80.09,81.02,188.7,35611.37
557,94.25,71.23,82.31,187.96,35338.3
558,90.89,65.58,66.67,181.71,33023.29
559,93.35,74.41,87.11,185.95,34582.05
560,94.07,65.87,72.02,188.76,35631.23
561,89.9,69.97,83.07,179.0,32048.49
562,78.14,66.32,81.72,156.95,24638.74
563,100.19,73.39,96.05,198.05,39228.93
564,105.33,80.55,87.49,210.46,44301.0
565,104.34,77.12,83.34,206.58,42680.86
566,91.86,82.37,89.53,182.76,33406.53
567,96.82,71.19,93.03,194.79,37949.42
568,108.25,73.66,83.62,216.56,46900.1
569,105.65,70.51,83.7,210.9,44485.8
570,102.4,76.39,76.38,205.31,42155.88
571,95.82,65.11,76.22,191.6,36717.02
572,95.03,75.28,85.98,189.76,36011.82
573,94.79,83.52,87.76,188.66,35601.13
574,106.29,81.22,93.3,211.66,44804.99
575,89.73,73.79,83.91,180.02,32407.61
576,89.85,78.62,73.65,179.5,32225.32
577,95.49,74.98,92.51,192.24,36961.12
578,98.2,78.05,94.45,196.08,38454.98
579,84.93,75.58,85.44,168.56,28418.59
580,101.82,85.1,78.53,205.04,42044.37
581,85.68,76.07,91.1,170.0,28906.94
582,92.77,76.23,81.08,185.5,34415.6
583,101.96,73.21,75.85,205.77,42340.71
584,92.41,73.78,78.63,185.19,34297.58
585,103.25,66.86,84.05,206.36,42587.97
586,81.67,63.76,66.17,164.67,27120.91
587,98.57,73.07,92.14,198.14,39263.06
588,106.21,79.03,78.98,210.49,44309.28
589,90.11,82.06,90.67,181.08,32795.86
590,87.83,70.96,92.32,177.3,31442.57
591,84.4,82.43,92.23,169.68,28795.19
592,102.53,67.98,97.07,203.52,41426.51
593,96.82,79.21,72.28,194.13,37691.6
594,102.07,78.3,87.46,204.77,41935.37
595,82.02,76.13,91.87,161.74,26165.3
596,96.54,72.06,85.14,192.95,37235.94
597,93.21,78.79,80.51,188.81,35651.35
598,95.07,75.82,81.35,190.32,36225.88
599,92.64,85.74,67.98,186.08,34629.0
600,85.22,81.92,87.73,169.98,28896.78
601,101.08,73.37,73.67,201.43,40574.78
602,93.99,78.48,83.8,187.35,35105.18
603,94.57,77.34,92.15,191.67,36740.25
604,100.04,70.75,86.59,200.96,40390.98
605,106.83,79.5,99.11,215.35,46379.67
606,104.63,71.7,95.57,207.63,43117.23
