53,50.03,56.62,4.68,114.05,20.55,3207.37,229.11,108.76,23.35
54,52.98,57.84,8.87,118.98,15.24,3347.77,237.73,115.59,21.74
55,38.34,57.4,5.59,113.35,15.19,3298.73,226.44,86.02,21.69
56,45.43,54.71,7.06,108.73,15.06,2998.0,219.49,104.68,21.3
57,55.86,57.08,9.39,114.8,21.08,3258.93,230.67,122.65,19.1
58,49.02,57.22,7.84,113.67,18.58,3276.98,225.76,107.1,21.16
59,41.05,56.25,6.25,111.71,16.82,3161.4,222.57,94.3,22.22
60,43.58,57.5,5.61,115.75,17.39,3310.52,230.55,97.45,26.78
61,37.47,58.08,4.7,115.89,16.56,3376.06,232.16,88.33,21.54
62,54.97,56.52,7.33,115.11,19.44,3193.33,229.99,124.11,27.8
63,45.73,57.13,6.93,115.47,19.3,3266.9,231.95,102.97,28.0
64,40.57,57.33,7.3,114.02,22.85,3286.67,224.58,93.19,23.84
65,43.9,56.26,6.11,114.89,17.05,3165.54,227.59,99.9,18.65
66,56.16,55.73,7.79,109.07,15.09,3105.82,218.48,122.47,22.78
67,49.7,56.3,7.11,114.13,16.13,3172.14,226.02,108.78,21.3
68,47.27,56.08,8.08,113.16,13.48,3144.92,228.4,105.07,21.98
69,41.49,57.97,7.53,116.95,19.03,3359.86,233.36,90.52,23.34
70,54.23,56.64,6.22,113.4,18.7,3208.3,225.56,119.14,23.32
71,54.52,57.89,7.34,116.5,19.1,3353.24,233.39,114.77,25.33
72,55.17,56.77,6.77,114.33,17.7,3227.94,227.33,119.86,23.29
73,43.76,57.89,8.07,117.06,19.49,3354.96,239.15,95.37,26.36
74,36.63,58.56,5.45,116.1,17.21,3430.56,230.03,86.7,22.03
75,46.49,56.77,5.29,112.9,17.0,3222.34,224.26,105.33,22.07
76,43.76,56.92,7.55,116.32,16.12,3241.83,231.87,97.01,20.86
77,44.08,57.56,7.43,114.4,16.95,3314.59,224.77,99.87,23.82
78,39.73,55.44,6.46,110.45,13.63,3074.07,222.48,92.39,25.15
79,53.53,57.88,8.62,117.7,19.23,3349.5,236.0,117.88,26.66
80,46.08,57.18,7.4,115.36,19.14,3271.24,231.86,101.4,25.58
81,40.78,56.8,6.76,116.2,18.04,3224.45,229.4,91.54,23.36
82,58.94,58.9,6.31,118.85,19.52,3471.23,237.77,128.5,20.75
83,45.81,58.94,5.75,116.65,18.63,3474.18,234.0,103.68,25.43
84,43.41,56.7,5.37,112.77,16.59,3214.8,222.5,97.06,20.71
85,46.88,55.27,7.27,110.85,15.17,3058.0,222.57,103.87,22.49
86,47.97,56.65,8.13,114.78,17.87,3212.45,229.89,106.81,24.56
87,37.32,54.55,5.54,108.52,15.53,2977.03,217.85,86.71,25.8
88,67.26,58.57,7.9,116.98,19.98,3432.75,236.77,146.27,21.75
89,58.63,58.0,6.31,116.09,17.82,3366.49,233.4,129.02,23.95
90,46.93,56.46,7.9,113.08,18.24,3187.58,223.89,105.24,19.12
91,40.95,58.08,7.62,117.51,19.58,3374.57,236.41,94.2,23.32
92,56.91,58.26,8.11,118.26,21.13,3394.43,237.42,124.83,24.56
93,38.14,56.61,5.73,114.66,17.2,3211.33,227.01,85.33,25.61
94,41.97,56.55,6.42,113.32,13.11,3199.7,227.16,95.56,21.22
95,61.03,56.43,8.95,113.67,18.36,3184.75,224.53,133.78,18.97
96,39.94,56.18,5.43,111.32,17.03,3153.91,221.15,88.75,21.87
97,53.63,56.54,6.41,113.86,16.06,3200.66,225.64,118.26,22.93
98,42.52,57.75,7.05,118.01,17.8,3334.47,236.56,93.75,19.42
99,49.4,58.0,8.03,119.32,21.06,3363.65,241.22,111.56,28.18
100,40.21,58.7,7.1,117.99,21.46,3447.46,236.07,89.46,22.27
101,43.34,57.94,5.89,119.06,20.64,3356.11,239.77,97.24,24.28
102,51.74,57.21,8.04,111.4,16.92,3272.08,222.56,110.03,21.06
103,61.94,56.56,7.6,115.28,17.31,3201.54,228.17,137.74,21.81
104,36.94,57.86,6.33,117.04,15.15,3351.89,236.14,82.78,22.48
105,46.34,56.41,5.22,110.49,16.13,3182.87,220.25,102.67,22.08
106,57.91,55.61,7.66,113.93,18.33,3097.25,228.03,121.44,21.19
107,52.67,59.5,6.57,120.5,16.84,3541.38,240.48,113.77,21.06
108,49.97,55.7,7.36,111.63,17.35,3105.94,219.04,111.99,20.36
109,51.96,57.01,8.14,113.43,19.96,3252.43,229.29,112.26,21.53
110,51.47,57.79,7.02,116.07,16.94,3340.0,233.02,112.54,25.13
111,50.33,56.02,6.74,114.0,17.95,3140.56,226.29,112.45,23.95
112,43.7,56.8,6.37,112.38,18.66,3227.48,223.67,96.95,23.62
113,65.02,56.43,9.99,111.68,18.62,3187.01,221.81,144.78,21.89
114,45.03,56.24,6.91,110.97,16.04,3161.09,221.01,101.24,22.04
115,34.23,57.17,4.7,113.56,16.8,3271.7,227.84,78.74,17.69
116,43.41,56.86,6.08,111.74,17.0,3235.53,222.72,98.22,22.64
117,37.01,58.41,5.68,116.63,18.49,3414.9,234.28,87.57,21.54
118,37.49,57.13,5.72,114.27,17.41,3268.4,227.77,86.77,21.14
119,48.09,57.47,7.17,114.9,16.66,3304.83,226.23,104.99,24.15
120,58.26,58.6,7.17,115.93,18.18,3431.8,229.93,127.21,23.39
121,34.54,57.22,6.97,114.38,15.2,3275.92,228.05,78.61,20.77
122,47.65,56.07,6.02,109.56,14.91,3149.02,222.42,104.99,25.19
123,52.38,56.86,6.69,114.68,19.97,3236.55,232.53,115.01,27.62
124,51.2,57.45,9.4,116.31,17.84,3302.44,234.01,113.65,18.55
125,60.69,58.13,7.69,114.94,18.68,3385.2,229.24,132.54,23.53
126,46.58,56.06,8.8,110.29,16.51,3145.52,219.99,103.39,18.71
127,37.09,57.05,6.69,113.62,15.77,3255.48,227.9,88.29,26.41
128,42.16,57.23,7.89,113.22,16.53,3277.77,224.13,90.85,19.75
129,56.36,57.39,7.02,115.26,19.14,3294.77,230.78,121.23,26.5
130,37.45,56.82,6.11,112.05,17.45,3228.04,221.83,82.56,18.75
131,54.71,58.19,7.89,117.66,19.55,3387.71,235.4,119.56,25.37
132,57.87,56.28,5.34,112.05,18.84,3166.01,223.42,125.85,17.37
133,55.5,57.45,7.05,114.04,19.0,3303.86,230.29,122.66,20.49
134,42.44,57.3,4.76,111.15,18.27,3285.56,222.59,94.26,21.1
135,40.97,56.88,6.92,113.6,19.23,3240.84,226.43,93.22,22.1
136,36.37,57.85,5.69,113.38,21.07,3348.37,225.75,87.59,24.11
137,54.48,57.52,8.53,116.23,16.92,3313.09,230.44,122.25,21.52
138,51.3,54.1,8.36,109.33,17.18,2931.72,217.87,110.65,20.08
139,51.6,57.2,9.5,115.03,14.58,3273.45,231.01,112.08,21.79
140,46.77,57.04,7.05,114.39,14.89,3252.58,229.7,99.7,29.65
141,59.45,55.93,6.97,112.4,18.14,3130.12,223.99,133.17,20.9
142,42.45,56.49,5.45,110.6,16.18,3190.63,223.48,93.23,21.73
143,43.15,57.16,5.98,112.41,16.0,3268.16,222.89,98.37,23.08
144,49.0,58.67,8.0,117.32,20.15,3440.29,236.58,107.85,25.67
145,47.11,54.16,6.92,109.38,16.91,2935.44,217.02,106.32,19.1
146,49.68,59.2,7.32,118.78,18.73,3506.12,236.8,111.23,20.39
147,52.19,60.06,5.31,122.58,18.96,3606.07,244.6,118.13,20.21
148,41.87,58.36,8.26,118.32,16.45,3405.43,236.95,97.18,20.86
149,42.16,55.65,6.61,110.53,18.87,3098.23,223.2,96.76,24.02
150,44.9,57.02,6.15,116.57,19.68,3253.83,232.82,98.47,23.42
151,55.3,56.79,6.28,112.93,17.13,3226.8,224.16,120.63,24.4
152,57.19,57.69,7.06,116.52,17.84,3325.49,230.87,127.64,21.97
153,54.68,57.6,6.44,115.93,16.51,3321.49,231.07,119.25,22.13
154,63.67,57.24,8.38,113.32,19.14,3277.57,224.93,137.77,20.97
155,53.6,56.81,7.25,112.81,21.52,3230.74,226.69,118.51,27.82
156,60.12,57.39,9.37,115.03,14.64,3300.38,229.05,132.66,21.62
157,51.61,56.74,6.99,114.4,20.47,3225.51,231.14,116.9,27.82
158,50.43,57.61,6.99,116.9,18.3,3322.38,233.75,109.82,19.8
159,51.71,54.97,6.55,110.07,16.72,3020.95,220.39,115.29,23.73
160,44.31,55.74,6.72,113.57,15.34,3108.56,226.2,98.21,21.79
161,52.66,57.89,7.48,116.25,17.24,3354.9,232.44,116.02,21.02
162,47.68,56.91,6.37,114.57,21.37,3243.84,230.06,110.23,23.65
163,48.19,56.7,6.2,113.51,22.04,3216.7,226.98,107.6,21.8
164,26.44,56.44,5.6,114.57,16.64,3188.62,225.98,64.7,21.86
165,40.11,56.34,7.17,113.95,17.07,3176.36,225.61,91.81,17.43
166,46.48,56.35,6.6,111.47,12.67,3176.76,224.21,103.15,19.45
167,40.92,56.97,5.63,113.67,20.83,3246.71,224.12,91.23,24.02
168,41.68,57.38,6.68,115.62,16.99,3294.8,228.82,94.73,25.88
169,58.93,57.83,8.36,115.51,19.13,3347.46,230.79,128.54,23.35
170,43.68,57.22,5.69,114.5,15.21,3275.86,229.82,98.7,20.73
171,55.76,56.62,6.55,112.88,16.4,3208.47,225.22,121.98,23.71
172,53.96,54.73,6.05,105.98,16.95,2995.61,209.14,117.47,19.16
173,55.25,56.65,7.84,112.96,13.68,3207.28,229.62,119.66,21.25
174,48.93,56.28,6.59,113.03,18.6,3170.64,221.29,105.03,21.69
175,47.17,56.42,5.64,111.82,17.47,3180.22,222.08,106.44,26.03
176,49.1,55.24,8.81,111.18,15.29,3054.98,224.9,106.46,22.28
177,50.28,56.87,4.74,111.69,19.51,3236.03,221.99,112.42,22.9
178,56.56,56.95,9.24,112.55,17.55,3244.97,223.9,123.02,16.63
179,51.96,55.5,5.91,110.0,12.73,3081.71,220.62,112.34,21.24
180,59.09,57.37,8.31,116.02,19.35,3294.11,229.55,129.73,23.58
181,38.13,56.69,5.57,110.6,16.58,3213.35,219.48,87.0,19.65
182,53.78,57.45,8.73,116.41,18.77,3306.08,233.38,119.52,20.54
183,62.93,56.71,7.49,116.15,17.1,3221.11,229.95,135.16,22.82
184,36.26,57.13,6.25,115.31,19.23,3264.77,231.64,82.3,28.2
185,56.27,58.32,5.38,115.96,21.37,3405.13,231.4,127.17,24.49
186,42.89,55.86,4.46,111.7,16.45,3124.2,220.89,94.17,23.96
187,51.44,55.96,6.87,113.63,17.22,3133.38,227.49,111.03,19.39
188,47.3,56.43,7.7,113.29,16.67,3186.29,225.92,104.97,22.2
189,52.74,57.06,7.72,115.87,19.48,3259.56,232.35,115.72,17.61
190,44.41,58.12,7.24,117.4,18.49,3378.9,234.82,100.2,18.41
191,52.29,57.34,7.04,115.09,19.52,3291.56,231.32,114.19,23.95
192,45.07,55.95,4.82,108.66,17.75,3134.16,215.42,99.24,16.12
193,50.86,57.49,7.74,118.8,20.25,3307.42,239.51,113.56,26.5
194,50.69,54.96,5.68,110.8,15.81,3023.14,222.69,113.94,31.64
195,46.05,57.32,6.73,114.3,19.21,3288.4,230.11,101.99,24.71
196,48.7,56.41,8.65,114.79,16.83,3186.42,228.03,109.63,21.62
197,54.4,55.85,5.54,112.07,19.44,3121.97,224.59,116.71,22.24
198,52.57,57.19,5.97,114.7,19.13,3274.35,228.87,117.27,27.59
199,54.61,56.95,6.37,113.67,18.95,3245.15,225.26,122.76,26.43
200,56.88,57.42,6.99,116.08,19.07,3302.52,230.82,123.11,22.31
201,30.2,56.24,4.44,111.04,15.86,3160.43,222.45,69.28,22.19
202,41.88,57.0,6.54,115.41,17.72,3252.3,229.1,90.8,21.4
203,51.92,55.21,6.15,112.36,15.43,3051.42,224.81,114.82,22.18
204,51.35,54.44,7.59,110.33,17.42,2964.32,219.32,115.09,22.67
205,51.63,58.45,5.25,115.12,18.71,3421.01,228.53,113.83,24.84
206,48.32,56.17,7.49,114.25,16.57,3159.35,225.7,105.83,19.82
207,34.6,56.83,4.53,110.16,19.66,3233.41,218.84,80.38,25.06
208,47.27,57.77,8.71,117.42,18.96,3339.86,235.53,104.82,23.64
209,55.4,55.67,7.19,111.48,18.13,3099.09,222.08,122.17,24.85
210,59.88,56.85,5.97,113.44,18.51,3236.36,227.28,132.95,23.36
211,51.88,57.81,7.07,118.52,18.9,3343.91,237.31,112.75,24.9
212,58.08,54.7,7.52,109.67,15.55,2991.55,221.29,123.36,20.5
213,48.29,57.91,7.95,116.22,20.48,3353.97,232.89,107.91,21.72
214,32.36,55.79,4.4,108.16,16.96,3113.07,215.02,76.98,22.36
215,28.88,57.13,5.35,114.04,20.47,3267.88,228.64,67.93,26.48
216,59.54,57.2,8.56,115.77,19.79,3276.13,232.24,129.97,25.47
217,40.32,56.25,6.72,112.78,13.76,3167.7,226.02,94.45,23.07
218,35.14,56.5,8.71,112.69,17.05,3194.94,222.41,80.07,19.14
219,51.42,58.37,6.79,117.6,20.39,3408.77,235.27,115.02,24.19
220,62.43,56.05,8.28,111.34,17.86,3143.55,223.7,137.6,20.18
221,53.32,57.46,7.05,115.61,16.56,3306.99,228.89,117.46,21.16
222,46.97,56.55,6.47,112.1,19.6,3198.89,224.25,105.8,23.39
223,57.99,57.85,9.2,116.53,19.97,3346.69,236.61,128.59,21.49
224,41.89,58.27,6.0,116.09,18.96,3399.21,231.57,92.11,25.06
225,51.34,56.37,8.78,109.47,19.9,3179.0,218.59,114.1,22.25
226,45.03,54.99,6.48,110.63,14.68,3024.71,221.64,104.45,23.35
227,57.37,55.3,8.09,113.17,15.93,3059.5,226.12,125.13,20.04
228,58.47,56.64,7.01,113.5,21.24,3207.76,228.15,125.94,19.93
229,45.75,55.38,7.66,115.34,15.15,3072.71,231.77,101.72,24.65
230,47.22,57.66,6.67,116.38,17.74,3326.36,232.25,107.9,23.75
231,57.88,57.08,8.64,115.91,22.05,3260.93,231.78,126.88,20.85
232,44.77,56.74,6.49,114.69,19.53,3220.98,229.57,103.02,20.16
233,39.53,57.51,5.4,113.19,17.65,3311.28,222.6,91.31,21.74
234,44.48,57.37,8.43,115.01,14.56,3293.57,229.6,98.48,25.44
235,47.63,56.89,4.97,112.22,18.45,3238.16,224.43,107.81,21.4
236,48.11,58.24,5.59,114.18,18.14,3394.22,228.96,107.22,23.36
237,61.69,55.89,6.74,114.46,17.0,3127.65,228.0,130.67,26.22
238,66.74,57.02,7.54,112.93,18.85,3251.74,222.89,143.68,22.13
239,32.98,57.94,6.88,116.61,18.42,3358.75,233.45,75.23,23.53
240,52.39,58.89,8.8,115.51,19.63,3475.85,231.05,116.17,28.58
241,51.75,55.37,6.67,110.67,16.76,3063.1,220.87,114.2,20.87
242,63.27,58.41,8.11,115.75,17.54,3412.94,231.54,136.58,19.78
243,43.97,56.44,6.83,113.12,18.32,3189.18,227.89,96.77,22.96
244,47.39,58.86,6.1,114.5,18.99,3467.35,227.82,104.21,21.38
245,55.04,57.83,8.38,117.94,15.94,3345.18,233.84,121.82,21.76
246,41.33,58.34,8.01,115.81,15.44,3405.53,229.5,94.33,25.92
247,49.57,57.9,6.65,113.88,18.15,3355.49,225.38,106.92,24.88
248,45.59,56.85,8.1,114.21,16.03,3236.27,229.99,102.58,20.93
249,41.97,56.77,8.2,117.26,19.73,3224.16,234.57,94.74,20.9
250,51.29,56.86,8.41,115.01,17.22,3235.6,226.38,110.06,22.89
251,52.28,55.88,7.38,110.99,15.85,3124.93,222.59,118.78,26.84
252,46.9,58.07,6.33,116.82,16.81,3372.66,232.2,102.69,27.99
253,39.72,56.21,5.67,112.3,18.21,3165.62,221.49,91.23,20.55
254,57.37,55.53,7.9,110.37,17.24,3084.18,220.53,125.09,20.3
255,38.77,57.31,6.36,115.69,19.88,3287.75,230.32,86.82,23.13
256,52.23,58.5,8.17,116.86,19.31,3424.35,235.15,112.56,23.27
257,44.44,56.72,6.18,111.76,17.42,3218.07,221.28,102.07,28.56
258,49.5,57.09,6.38,116.69,19.68,3260.8,234.45,108.29,23.72
259,53.48,56.31,5.74,110.23,17.5,3171.3,217.91,114.02,21.28
260,45.36,56.74,8.18,114.12,17.86,3223.05,227.31,98.15,23.68
261,64.18,56.69,8.26,113.89,18.4,3212.99,227.66,140.46,22.71
262,44.33,57.21,8.25,116.15,17.17,3278.91,233.28,99.48,16.55
263,55.05,56.03,7.47,111.04,19.13,3141.8,220.12,120.45,22.83
264,66.87,56.59,9.24,113.75,19.84,3204.54,226.01,144.65,23.18
265,41.59,58.75,4.83,117.72,16.51,3453.24,234.35,91.0,20.06
266,46.21,56.7,8.97,113.83,14.7,3215.07,227.99,102.76,22.04
267,35.56,57.48,5.43,115.35,16.57,3302.41,229.88,83.91,23.17
268,52.2,56.81,8.35,114.58,16.45,3227.4,229.53,112.66,27.82
269,48.05,57.15,8.37,115.33,15.74,3267.55,230.97,105.52,21.92
270,47.37,54.99,7.11,110.31,19.36,3023.11,221.41,108.99,22.27
271,44.21,56.42,5.64,110.09,19.7,3184.13,220.56,99.47,23.46
272,41.09,57.54,6.58,115.87,18.24,3316.67,232.0,92.65,24.93
273,65.12,58.27,8.78,115.45,19.69,3395.7,229.84,137.74,26.61
274,51.59,58.07,7.5,116.55,18.11,3373.86,232.6,115.23,24.04
275,52.42,57.29,7.83,114.45,17.1,3283.91,225.47,116.21,21.28
276,50.1,57.86,6.33,114.4,20.84,3349.75,230.46,110.16,24.23
277,57.05,58.79,7.33,116.6,19.0,3461.09,237.47,128.12,23.71
278,54.65,56.95,5.84,113.61,18.5,3247.89,229.83,120.87,23.49
279,60.9,57.12,8.66,115.37,19.18,3267.68,231.49,131.22,21.2
280,41.48,57.01,6.62,111.91,19.43,3254.36,224.16,94.98,22.58
281,45.01,56.37,5.76,113.33,15.79,3180.73,224.92,99.93,26.31
282,55.77,56.91,8.57,115.79,17.38,3237.4,228.56,123.1,21.86
283,33.5,57.03,7.15,114.24,15.45,3250.33,230.97,78.85,21.56
284,53.87,56.9,6.54,111.5,19.94,3239.32,225.83,119.19,21.02
285,46.78,56.68,5.63,112.57,18.21,3209.63,226.93,104.89,20.86
286,64.9,59.93,6.88,120.38,19.16,3597.05,242.79,141.63,22.31
287,56.69,57.33,8.32,116.95,20.77,3290.98,234.14,120.39,25.68
288,48.32,55.64,7.49,109.99,15.79,3096.21,219.61,104.18,22.49
289,52.98,57.31,7.65,114.33,16.67,3290.6,229.85,115.59,21.61
290,60.39,56.32,8.46,113.0,17.54,3173.37,227.12,131.22,17.58
291,60.39,55.18,7.13,111.59,19.01,3044.44,222.03,131.87,20.76
292,45.2,57.65,7.73,115.21,17.51,3328.27,232.01,99.91,20.34
293,40.28,57.54,7.47,115.88,17.02,3313.06,229.12,90.08,26.32
294,40.26,57.56,10.21,114.34,22.64,3316.78,231.6,93.07,17.26
295,55.17,56.43,6.2,111.68,21.03,3185.77,222.9,119.77,28.07
296,38.7,55.19,7.26,109.88,15.25,3047.24,219.15,88.43,23.88
297,39.69,58.11,6.38,116.42,18.02,3380.45,230.04,92.96,24.06
298,59.23,55.59,8.33,110.4,18.36,3094.02,223.16,131.01,18.4
299,46.32,56.59,6.26,110.27,16.23,3204.34,219.27,104.89,22.85
300,45.16,56.48,6.34,114.36,14.24,3195.0,229.12,101.09,25.97
301,33.24,56.35,6.87,112.69,14.07,3175.78,226.76,75.62,24.84
302,44.62,56.51,6.42,114.15,15.82,3198.48,225.29,103.22,23.25
303,56.3,56.81,7.18,115.13,20.45,3231.09,229.29,126.9,26.21
304,47.84,56.78,6.81,114.38,19.1,3225.6,230.67,107.55,26.03
305,56.77,57.35,8.41,114.81,18.98,3288.66,229.41,126.78,22.96
306,53.01,57.75,6.56,115.85,22.32,3334.67,231.62,118.36,22.38
307,47.69,57.98,6.59,116.78,21.97,3362.09,233.29,105.24,22.65
308,50.73,57.47,6.1,115.75,18.39,3301.64,232.08,115.28,23.56
309,50.82,58.59,7.62,116.31,21.93,3431.48,231.27,111.57,24.84
310,57.11,56.24,7.45,114.06,19.87,3161.84,228.21,125.64,26.47
311,51.79,58.23,6.75,116.88,20.6,3393.46,233.71,117.95,23.16
312,45.55,57.54,5.42,117.05,16.53,3314.45,233.93,103.47,20.84
313,49.91,58.09,6.6,116.77,22.81,3375.45,232.39,110.31,25.13
314,58.4,56.11,9.85,112.35,16.5,3150.67,223.15,127.48,21.95
315,44.97,55.82,5.85,113.52,15.7,3119.3,227.2,98.79,26.03
316,36.42,58.35,6.12,115.85,17.6,3409.28,230.82,84.2,26.48
317,40.04,56.43,6.81,114.54,18.94,3188.02,228.66,89.63,25.06
318,59.89,57.14,7.47,116.43,20.24,3267.25,231.63,133.61,25.41
319,44.45,57.81,9.26,115.1,21.35,3344.98,231.11,101.05,29.65
320,55.76,56.99,6.79,116.37,19.02,3250.64,233.75,122.05,21.12
321,60.95,57.02,5.82,111.47,20.87,3251.63,226.37,132.97,23.31
322,51.75,56.35,6.21,112.89,18.46,3177.99,226.35,112.14,21.14
323,59.16,55.73,8.48,112.6,18.55,3107.31,223.74,123.86,20.22
324,48.65,55.47,6.63,113.21,14.72,3079.88,226.38,109.06,23.79
325,57.68,56.13,8.1,113.35,20.34,3150.43,227.77,128.11,21.0
326,52.83,54.73,8.35,107.67,17.24,2997.67,215.65,116.08,23.91
327,52.26,57.97,5.66,115.06,17.87,3363.68,230.59,116.9,22.92
328,43.58,57.79,7.35,115.72,14.03,3344.09,233.66,100.63,22.07
329,48.47,57.17,6.04,117.52,18.54,3270.89,233.36,106.48,22.08
330,39.68,58.83,6.46,119.09,16.72,3463.59,236.58,91.99,21.48
331,47.25,57.75,6.52,114.74,19.36,3340.51,227.96,104.88,22.72
332,50.0,56.7,8.21,115.84,21.22,3217.46,232.64,109.1,22.98
333,52.67,55.15,6.32,110.59,17.03,3044.66,217.91,113.51,21.09
334,47.9,59.45,6.82,118.55,18.49,3535.96,237.74,107.61,22.48
335,45.84,57.4,5.98,117.13,20.56,3295.6,234.22,102.92,18.15
336,35.16,56.5,5.43,113.8,13.8,3191.22,230.76,81.12,23.07
337,38.18,57.88,5.95,115.89,20.11,3354.93,231.29,86.45,24.83
338,57.99,56.6,7.05,112.99,17.71,3204.46,222.73,127.97,21.12
339,46.2,56.05,6.27,112.78,17.35,3144.46,223.59,103.37,24.41
340,44.05,56.84,6.46,114.77,19.62,3236.69,229.71,100.15,22.01
341,53.34,59.61,6.73,116.99,21.0,3553.98,234.12,116.31,21.7
342,55.35,58.03,7.95,115.28,17.65,3373.7,229.84,119.06,20.78
343,54.14,56.74,6.34,114.43,19.77,3221.43,231.86,119.52,23.95
344,52.44,55.39,5.61,110.56,18.28,3069.66,220.34,114.53,28.67
345,53.79,58.28,6.43,113.96,20.6,3400.3,229.7,119.38,24.84
346,59.89,55.67,7.31,114.37,14.53,3102.98,230.12,128.86,21.93
347,50.19,57.5,7.6,115.84,17.13,3308.0,228.24,109.71,26.29
348,53.87,56.46,8.51,112.48,15.9,3189.08,222.45,114.98,21.43
349,46.62,55.77,5.86,110.66,15.87,3109.77,217.93,103.28,23.77
350,68.16,57.09,9.46,113.04,20.6,3262.94,227.74,148.55,22.2
351,42.94,57.49,7.8,118.24,17.29,3306.3,233.22,97.89,22.82
352,45.12,56.81,7.14,112.77,18.6,3227.58,222.22,101.63,21.49
353,52.72,56.34,7.25,115.82,19.18,3175.38,231.85,116.9,26.69
354,54.76,55.89,7.91,114.72,18.46,3128.22,228.07,120.93,23.19
355,56.95,56.37,7.49,113.01,19.51,3177.15,227.7,122.48,22.24
356,43.47,54.7,5.62,107.64,17.13,2993.91,214.64,100.54,20.74
357,69.23,57.11,8.23,115.67,16.92,3265.69,229.35,148.53,20.85
